cluster,rank,chunk_id,leader,speech_id,similarity_to_centroid,passage
1,3,erdogan1_c005,erdogan,erdogan1,0.8718565106391907,"What we are engaged in here is a struggle over a system. This is a struggle over the system. What will happen after Erdoğan? Whatever the nation says will happen. Whatever God wills will happen.  More importantly, Türkiye has already taken its first steps toward this system and has successfully completed them. I am referring to the constitutional amendment of 2007.  Therefore, with the constitutio"
1,4,erdogan1_c002,erdogan,erdogan1,0.8514763116836548,"Since our transition to multi-party political life in 1950, we have always tried to keep our democracy standing under the shadow of military coups and tutelary administrations.  The most important consequence of these distortions has been the constant threat to an environment of stability and confidence. Political instability also brings economic and social problems with it.  Our search over the p"
1,5,erdogan1_c006,erdogan,erdogan1,0.8211017847061157,"My brothers and sisters, without a soul, the body is merely a corpse. Likewise, if we do not explain to our nation the spirit, essence, and fundamental meaning of this issue, the provisions of the constitutional amendment alone will remain nothing more than dry legal expressions.  With this understanding, until the date of the referendum, until April 16, those of us who say “Yes” to the Presidenti"
1,6,erdogan1_c001,erdogan,erdogan1,0.8028712272644043,"My brothers and sisters, throughout this process our country has been worn down and diminished by wars and has paid very heavy prices. The Victory of Çanakkale represents the point at which we could no longer endure any further. Drawing inspiration and strength from Çanakkale, we fought our War of Independence.  While European countries chose to maintain monarchy alongside democracy, we sent the d"
2,1,putin2022_c010,putin,putin2022,0.9133080244064331,"As we see the New Year in, everyone strives to give joy to their loved ones, to show them attention and warmth, to give them presents they have been dreaming of, to see the delight in children’s eyes and parents’ touching gratitude for our attention. The older generation knows how to appreciate such moments of happiness.  Friends, now is the best moment to leave all personal grievances and misunde"
2,2,putin2025_c000,putin,putin2025,0.9061415195465088,"Citizens of Russia, friends,  At this moment, as we stand on the threshold of the New Year, we all feel the passage of time. Before us lies the future, and what it holds largely depends on us.  We draw strength from within ourselves and from those who stand beside us – those who are dear and close to our hearts – and we are always ready to lend our shoulder in return. This mutual support gives us "
2,3,putin2022_c002,putin,putin2022,0.8971807956695557,"The outgoing year has brought great and dramatic changes to our country and to the world. It was filled with uncertainty, anxiety and worry.  But our multiethnic nation showed great courage and dignity as it had in every challenging period in Russian history, supported the defenders of our Fatherland, our soldiers and officers, and all participants in the special military operation, in both word a"
2,4,putin2025_c003,putin,putin2025,0.8943954706192017,"You have taken upon yourselves the duty of fighting for our native land, for truth and for justice. On this New Year’s Eve, millions of people across Russia, I assure you, are with you: they think of you, share your feelings, and place their hopes in you. We are united by a sincere, selfless, and devoted love for Russia.  I wish all our soldiers and commanders a happy New Year! We believe in you a"
2,5,putin2022_c000,putin,putin2022,0.8872873187065125,"Citizens of Russia, friends,  The year 2022 is drawing to a close. It was a year of difficult but necessary decisions, of important steps towards Russia's full sovereignty and a powerful consolidation of our society.  It was a year that put many things in their place, and drew a clear line between courage and heroism, on the one hand, and betrayal and cowardice on the other, showed us that there i"
2,6,putin2024_c003,putin,putin2024,0.8831056952476501,"Friends,  New Year’s Eve always holds a special place in our hearts, filling us with warmth and hope that our dreams, aspirations, and best intentions will come to fruition. As the countdown to the New Year begins, we find ourselves surrounded by our near and dear ones: our family, children, parents, grandchildren, our friends and comrades-in-arms.  I wish happiness and prosperity to our every hom"
2,7,putin2023_c005,putin,putin2023,0.8757842779159546,"This kind of generational kinship and love of one’s home fosters devotion to the Motherland.  I would like to convey my very best wishes for the new year to all Russian families. After all, the history of our huge, wonderful, and beloved Motherland is made up of the history of each family. We, the multinational people of Russia, shape its future.  We are one country, one big family. We will ensure"
2,8,putin2023_c000,putin,putin2023,0.8747014999389648,"Citizens of Russia, friends,  We are bidding farewell to 2023. Very soon it will become part of history and we will have to move forward, create the future.  We have worked very hard and accomplished a lot over the past year. We were proud of our common achievements and happy about our successes. And we were firm, protecting the national interests, our freedom and security, and our values which co"
2,9,putin2022_c004,putin,putin2022,0.8718305826187134,"Russian servicemen, militiamen and volunteers are now fighting for their homeland, for truth and justice, for reliable guarantees of peace and Russia’s security. They are all our heroes and they are shouldering the heaviest burden right now.  From the bottom of my heart, I wish a very happy New Year to every participant in the special military operation, to those who are here next to me now, and w"
2,10,putin2023_c003,putin,putin2023,0.869819164276123,"I know that right now you feel the love of your nearest and dearest, the powerful and sincere support of millions of Russian citizens, the support of the entire people.  We have proved over and over again that we are able to tackle the most difficult tasks and we will never back down as there is no force that can divide us, make us forget the memory and the faith of our fathers, or stop our develo"
3,1,macron2022_c014,macron,macron2022,0.8903652429580688,"And like you, I too grow impatient, but without ever giving in to easy solutions or fatalism. And so my wish for us in 2023 is that, through our work and our commitment, we strive to rebuild a France that is stronger and fairer, so that we may pass it on to our children.  It is through our work and our commitment that we will be able to increase the resources of our domestic security forces, our j"
3,2,macron2022_c026,macron,macron2022,0.8903647065162659,"And so many other projects will take shape throughout our country, enabling France both to reduce carbon emissions and to reduce unemployment. In the coming months, in our classrooms, in our hospitals and in our doctors’ practices, you will see the first tangible changes resulting from the renewal of our schools and our healthcare system.  For all of this, I wish for all of us unity, boldness, col"
3,3,macron2023_c018,macron,macron2023,0.8861561417579651,"2024: a year of determination, choices, renewal and pride. At its heart, a year of hope. Yes, much of our future will be decided this year. So it is up to us to act together. It is up to us to choose rather than endure, to chart the course rather than follow it.  And our entire History teaches us that the determination of a few can overcome every seeming inevitability. So it is up to us to act—yes"
3,4,macron2025_c012,macron,macron2025,0.873388409614563,"Let us not give up on reconciling the climate, biodiversity, growth, and independence. Let us not give up on major scientific discoveries, on our love of science and research, or on economic success.  Let us not give up on the place of reading, beauty, and culture. Let us not give up, day after day, on becoming a nation that is more supportive and more fraternal. Yes, ultimately, I wish for us to "
3,5,macron2023_c003,macron,macron2023,0.8637658953666687,"And yet I am convinced—and this is not false optimism—that in this context of crises, the best can emerge.  That is why I have never ceased to follow the same course: to act with determination and consistency, for today and for tomorrow. For seven years, from the position in which you placed me, I have sought to make France stronger and fairer, to liberate, protect and unite. That is our course, a"
3,6,macron2022_c023,macron,macron2022,0.856146514415741,"In short, in 2023, step by step, we will have to consolidate our energy, economic, social, industrial, financial and strategic independence, and strengthen what I might call our strength of spirit. This is what we owe to our children.  This is not, and never will be, a pursuit of illusions doomed from the outset. For French independence must find in Europe its extension and its complement. At a ti"
3,7,macron2024_c007,macron,macron2024,0.8501473069190979,"I hope that the year ahead will be one of collective recovery, that it will bring stability and the right compromises needed to make the right decisions in the service of the French people.  Because we cannot afford to wait. The year 2025 must be a year of action, a useful year for you and one that enables you to live better. Purchasing power, employment, security, justice, and support for our ele"
3,8,macron2024_c015,macron,macron2024,0.8486106395721436,"That is why, in 2025, we will continue to make decisions, and I will also ask you to decide on some of these decisive issues. Because each and every one of you will have a role to play. Each and every one of you will be necessary if we are to succeed in the project I have just briefly outlined before you. Yes, just as with the great undertakings that have shaped our history, and again during the y"
3,9,macron2024_c008,macron,macron2024,0.8476887941360474,"We can make life better by agreeing on a few simple matters: making life easier for all those who work hard, improving everyday security, delivering justice more quickly, and enabling every family to have access to the best education for their children, to healthcare, and to basic public services. It is therefore up to us to do this.  The year 2025 must also be a year of unity and responsibility, "
3,10,macron2024_c012,macron,macron2024,0.8448816537857056,"This requires a France that continues to be attractive, that works and innovates more, that continues to create jobs and that ensures its growth while keeping its public finances under control. I will see to it.  For seven years, we have managed to withstand the worst crises while reducing unemployment, reindustrializing the country and attracting innovations from all over the world.  Once again t"
4,1,merkel1_c009,merkel,merkel1,0.9018925428390503,"Solidarity, openness, our democracy, and a strong economy that serves the well-being of all: these are the things that, even at the end of a difficult year, give me confidence in our future here in Germany.  None of these values is simply given to us. We will have to work for each of them in 2017 as well, all of us together, each according to our abilities — and that work will be worthwhile.  I wi"
4,2,merkel2020_c006,merkel,merkel2020,0.8868228197097778,"I thank the many people who work for the good of our community, both professionally and on a voluntary basis: the police officers, firefighters and all those who stand by their fellow citizens in difficult situations. Together, they form the backbone of our democracy.  In recent years, I have often said that in the long term, Germany can only do well if Europe does well too. Because only within th"
4,3,merkel2_c009,merkel,merkel2,0.8666493892669678,"Dear Fellow Citizens,  The struggle to find the right answers is part of a vibrant democracy. We are, in the best sense of the word, a society of many voices. At the same time, we are united by the values of our Basic Law: respect for the inviolable dignity of every individual and for their fundamental freedoms.  That we become more aware once again of what, at our core, holds us together; that we"
4,4,merkel2_c007,merkel,merkel2,0.8617908954620361,"For this reason, I would particularly like to thank the police officers who are there for us this evening as well, protecting, for example, the many New Year’s Eve celebrations taking place across the country, as well as the soldiers who serve our country here at home or on missions abroad.  The future of Germany is, in all of this, inseparably linked to the future of Europe. The 27 states of Euro"
4,5,merkel2_c003,merkel,merkel2,0.8609592318534851,"Both are realities in our country: success and confidence, but also fears and doubts. For me, both are a source of motivation.  For you, dear fellow citizens, have given us politicians the task of addressing the challenges of the future while keeping the needs of all citizens in mind. I feel committed to this responsibility—especially as we work to form a stable government for Germany swiftly in t"
4,6,merkel3_c006,merkel,merkel3,0.847318172454834,"In May, by taking part in the European elections, you can help ensure that the European Union continues to be a project of peace, prosperity and security in the future.  Dear fellow citizens, prosperity, security and peace—above all, we must work for these things here at home.  Millions of people willingly devote themselves to serving society. On this New Year's Eve, I would particularly like to t"
4,7,merkel3_c002,merkel,merkel3,0.8257319927215576,"At the end of October, I therefore initiated a new beginning and said that, after the end of this legislative term, I would no longer hold any political office.  Democracy thrives on change, and all of us are subject to the passage of time. We build on what our predecessors have left us and shape the present for those who will come after us.  In doing so, I am guided by the conviction that we will"
4,8,merkel1_c008,merkel,merkel1,0.8200206756591797,"I also draw encouragement from the enthusiasm and inventive spirit with which German companies and our universities conduct research and development for the future. Whether in new forms of energy or digitalisation, in every field we have the opportunity not merely to be driven by change, but to be among those who discover and shape new paths.  To do that, we need an open view of the world and conf"
4,9,merkel3_c008,merkel,merkel3,0.8176414966583252,"Where we believe in our values and put our ideas into practice with determination, new and positive things can emerge. From this can grow the strength we need to solve our problems step by step and thereby lay the foundations for a peaceful and secure future for ourselves and our children.  I wish all of us the courage to do so, together with all my very best wishes to you and your families for a "
4,10,merkel2020_c008,merkel,merkel2020,0.8130785226821899,"Our security and prosperity depend to a significant extent on security and economic progress in our neighbourhood as well. That is why this evening I would like to thank our soldiers, our police officers, and our civilian aid workers who are serving far from home.  A new decade lies ahead of us. The 2020s can be good years. Let us surprise ourselves once again with what we are capable of. Change f"
5,1,erdogan2023_c013,erdogan,erdogan2023,0.9081834554672241,"Yes, the 2023 goals were only the beginning; our real rise begins with the Century of Türkiye and with 2024.  We sincerely believe that, with your support, we will bring this struggle to victory as well.  With these feelings, I once again wish for the new calendar year to bring goodness to every member of our nation and to all of humanity.  I greet you all with love and respect.  Stay well and hea"
5,2,erdogan2023_c012,erdogan,erdogan2023,0.8978708982467651,"God willing, 2024 will be a year in which we leave behind the difficult period that began with the coup attempt, grew with the COVID-19 pandemic, and deepened with the conflicts in our region, and instead focus on our goals.  At a time when global crises continue to intensify, we will once again demonstrate our difference and raise the star of a Türkiye that produces, creates employment, grows, an"
5,3,erdogan2022_c005,erdogan,erdogan2022,0.8915330171585083,On the contrary;  By strengthening our national unity and solidarity…  By expanding our counterterrorism strategy in the direction of eliminating threats at their source…  By burying terrorists in the trenches they had dug…  By crushing the coup plotters…  By frustrating economic hitmen through our own programs…  By mobilizing our country’s resources at full capacity in order to turn global crises
5,4,erdogan2025_c013,erdogan,erdogan2025,0.8867472410202026,"Just as we have done for the past 23 years, with nothing but love for our nation and our homeland in our hearts, we will continue to serve all 86 million of our citizens and work selflessly for the prosperity, peace, and well-being of all of Türkiye.  In 2026 as well, instead of merely talking, we will produce results; instead of engaging in polemics, we will take action; and we will continue to l"
5,5,erdogan2022_c012,erdogan,erdogan2022,0.8794556856155396,"We regard the infrastructure of democracy and development that we have brought to our country over the past 20 years as the foundation, the beginning, the “Bismillah” of this great leap forward.  In other words, we are only just beginning.  Our aim is to make this beginning in the best and most effective way possible and to leave our young people a country in which they can carry the Türkiye Centu"
5,6,erdogan2025_c002,erdogan,erdogan2025,0.8736804723739624,"The year we have left behind witnessed important developments both in our country and around the world.  Despite the growing atmosphere of war, crises, and tensions in our region, Türkiye, under the leadership of capable and competent cadres, continues its blessed journey with confidence.  We are witnessing the positive results of the economic program we have implemented with determination across "
5,7,erdogan2023_c009,erdogan,erdogan2023,0.8715894222259521,"Yes, I would like to repeat this once again from here.  As long as our nation protects its unity, solidarity, and brotherhood, with God’s permission, no one will be able to divide us.  As our state implements the Century of Türkiye vision, which is the next stage of our 2023 goals, with God’s permission, our crescent-and-star flag will continue to rise."
5,8,erdogan2023_c006,erdogan,erdogan2023,0.8694121837615967,"Indeed, we see that Türkiye’s statements and positions, which address not only its own citizens, friends, and brothers and sisters but all of humanity, are increasingly finding resonance in people’s hearts.  My Dear Nation,  Of course, along this arduous path, we constantly encounter new trials, new difficulties, and new obstacles.  At the root of many of the problems we face, from the fight again"
5,9,erdogan2024_c003,erdogan,erdogan2024,0.8685289621353149,"Despite the elections and the new crises that erupted in our region, we have begun to reap the benefits of the economic program that we have been implementing with determination.  We achieved very important successes in employment, exports, production, tourism, the defense industry, and many other fields.  We made significant progress in our efforts to rebuild and revive our earthquake-stricken re"
5,10,erdogan2024_c011,erdogan,erdogan2024,0.8560592532157898,"May Almighty God be our guide and helper.  May Almighty God never let us fall short before our beloved nation, whom we are honored to serve, or before the hundreds of millions of oppressed people who have placed their hopes in Türkiye.  With these wishes, I hope that the new calendar year brings goodness to our country, our nation, and all of humanity, and I greet each and every one of you with re"
