cosine_similarity,chunk_a,leader_a,chunk_b,leader_b,excerpt_a,excerpt_b
0.7401355,erdogan2022_c016,erdogan,macron2022_c018,macron,"Yani, yeni başlıyoruz.  Amacımız, bu başlangıcı en iyi ve etkin şekilde yaparak, gençlerimize Türkiye Yüzyılını, hedeflerimize, hayallerimize, medeniyet ve tarih mirasımıza uygun şekilde başarıya ulaş","Et comme vous, je m’impatiente, mais sans jamais céder à la facilité ou à la fatalité. Aussi, je nous souhaite pour 2023 par notre travail et notre engagement d’œuvrer à refonder une France plus forte"
0.7383159,erdogan2024_c000,erdogan,macron2023_c000,macron,"Hepinizi en kalbi duygularımla, muhabbetle selamlıyorum.  Bugün 2024’e veda ediyor; yeni umut, beklenti ve hayallerle 2025 senesini karşılıyoruz.  Öncelikle yeni miladi yılın ülkemiz, milletimiz, gönü","En vous présentant mes vœux, je veux commencer par exprimer notre gratitude à tous pour nos compatriotes qui, ce soir encore, protègent, soignent, aident, assurent la continuité de la vie de la Nation"
0.7382625,erdogan2023_c000,erdogan,macron2023_c023,macron,"Hepinizi en kalbi duygularımla, muhabbetle selamlıyorum.  Bu gece 2023 yılını tamamlıyor, 2024 yılına adım atıyoruz.  Yeni takvim yılının, ülkemiz, milletimiz ve tüm insanlık için hayırlara vesile olm","2024, année de détermination, de choix, de régénération, de fierté. Au fond, une année d’espérance. Oui, cette année, beaucoup de notre avenir se détermine. Alors, à nous de faire ensemble. A nous de "
0.73782194,macron2022_c008,macron,putin2023_c000,putin,"2022 fut aussi une fois encore une année de rayonnement artistique, culturel, sportif de notre pays, avec deux Prix Nobel, et tant de grands moments de création et de sport. De tout cela, de tout ce q","We are bidding farewell to 2023. Very soon it will become part of history and we will have to move forward, create the future.  We have worked very hard and accomplished a lot over the past year. We w"
0.73386467,merkel3_c003,merkel,putin2025_c000,putin,"Die Demokratie lebt vom Wechsel, und wir alle stehen in der Zeit. Wir bauen auf dem auf, was unsere Vorgänger uns überlassen haben, und gestalten in der Gegenwart für die, die nach uns kommen.  Dabei ","At this moment, as we stand on the threshold of the New Year, we all feel the passage of time. Before us lies the future, and what it holds largely depends on us.  We draw strength from within ourselv"
0.73160136,erdogan2022_c016,erdogan,merkel2020_c000,merkel,"Yani, yeni başlıyoruz.  Amacımız, bu başlangıcı en iyi ve etkin şekilde yaparak, gençlerimize Türkiye Yüzyılını, hedeflerimize, hayallerimize, medeniyet ve tarih mirasımıza uygun şekilde başarıya ulaş","heute Abend stehen wir nicht nur am Beginn eines neuen Jahres, sondern auch eines neuen Jahrzehnts. Ich bin überzeugt: Wir haben gute Gründe, zuversichtlich zu sein, dass die in wenigen Stunden beginn"
0.73138535,erdogan2023_c001,erdogan,putin2025_c002,putin,"Ancak, bu yeni yıla, hem bölgemizdeki ve dünyadaki olumsuzluklar, hem de geçtiğimiz günlerde verdiğimiz şehitlerimiz sebebiyle, buruk bir şekilde giriyoruz.  İnsanlığın tamamı için daha güzel, daha hu","The New Year is, above all, a time when we hope for the best, for goodness and good luck. It is a special and magical holiday, when we open our hearts to love, friendship, and compassion, to sympathy "
0.731288,erdogan2022_c016,erdogan,macron2024_c020,macron,"Yani, yeni başlıyoruz.  Amacımız, bu başlangıcı en iyi ve etkin şekilde yaparak, gençlerimize Türkiye Yüzyılını, hedeflerimize, hayallerimize, medeniyet ve tarih mirasımıza uygun şekilde başarıya ulaş","Nous y sommes. C’est pourquoi, en 2025, nous tiendrons le cap.  Nous sommes à un quart de siècle. Une partie des promesses de l’an 2000 ont été tenues mais tant de désordres, de déséquilibres sont app"
0.7305515,erdogan2022_c014,erdogan,macron2024_c020,macron,"İnşallah 2023’te ülkemizde, Türkiye Yüzyılı vizyonumuzla, Cumhuriyetimizin yeni asrına yakışır çok daha büyük bir atılımı başlatacağız.  Artık hedefimiz, küresel siyasi ve ekonomik ligin en üst dilimi","Nous y sommes. C’est pourquoi, en 2025, nous tiendrons le cap.  Nous sommes à un quart de siècle. Une partie des promesses de l’an 2000 ont été tenues mais tant de désordres, de déséquilibres sont app"
0.72879297,macron2023_c000,macron,putin2022_c009,putin,"En vous présentant mes vœux, je veux commencer par exprimer notre gratitude à tous pour nos compatriotes qui, ce soir encore, protègent, soignent, aident, assurent la continuité de la vie de la Nation","With all my heart, I share your pain and ask you to accept my sincere words of support.  Friends,  Our country has always celebrated the start of the New Year, even during very difficult times. It has"
0.7286882,erdogan2022_c010,erdogan,macron2024_c017,macron,Bunun yerine;  İstihdamı artırarak herkesin gelir sahibi olmasını sağladık…  Çalışanların refah kayıplarını yüksek oranlı artışlarla telafi etmeye çalıştık…  Çarkların durmaması için sanayi ve ticaret,"Cela suppose une France qui continue d’être attractive, qui travaille et innove plus, qui continue de créer des emplois et qui assure sa croissance en tenant ses finances. J’y veillerai.  Depuis sept "
0.7281544,erdogan2023_c018,erdogan,macron2024_c020,macron,"Evet, 2023 hedefleri başlangıçtı; asıl çıkışımızı Türkiye Yüzyılıyla, 2024’le birlikte başlatıyoruz.  Bu mücadeleyi de, sizlerin desteğiyle zafere ulaştıracağımıza yürekten inanıyoruz.  Bu duygularla ","Nous y sommes. C’est pourquoi, en 2025, nous tiendrons le cap.  Nous sommes à un quart de siècle. Une partie des promesses de l’an 2000 ont été tenues mais tant de désordres, de déséquilibres sont app"
0.7277844,erdogan2024_c014,erdogan,macron2024_c021,macron,"Ama gerektiğinde, devletimizin kadife eldiven içindeki demir yumruğunu devreye almaktan da çekinmeyeceğiz.  Bu çerçevede 2025 yılında milletimize inşallah yeni müjdeler vermeyi ümit ve arzu ediyoruz. ",C’est pour cela qu’en 2025 nous continuerons de décider et je vous demanderai aussi de trancher certains de ces sujets déterminants. Car chacun d’entre vous aura un rôle à jouer. Chacun d’entre vous s
0.7274726,erdogan2023_c000,erdogan,putin2023_c000,putin,"Hepinizi en kalbi duygularımla, muhabbetle selamlıyorum.  Bu gece 2023 yılını tamamlıyor, 2024 yılına adım atıyoruz.  Yeni takvim yılının, ülkemiz, milletimiz ve tüm insanlık için hayırlara vesile olm","We are bidding farewell to 2023. Very soon it will become part of history and we will have to move forward, create the future.  We have worked very hard and accomplished a lot over the past year. We w"
0.72737736,erdogan2025_c000,erdogan,macron2022_c002,macron,"Sizleri en kalbî duygularımla, muhabbetle, hürmetle selamlıyorum.  Bugün, 2025’le vedalaşıyor; yepyeni bir heyecanla, yeni ümit ve hedeflerle 2026’ya “merhaba” demeye hazırlanıyoruz.  Yeni takvim yılı","Si nous cédions à l’esprit de division qui nous presse de toute part, nous n’aurions à peu près aucune chance de nous en sortir, dans un monde si rude, dans des temps si durs. Alors je nous souhaite d"
0.7271024,erdogan2023_c018,erdogan,macron2022_c002,macron,"Evet, 2023 hedefleri başlangıçtı; asıl çıkışımızı Türkiye Yüzyılıyla, 2024’le birlikte başlatıyoruz.  Bu mücadeleyi de, sizlerin desteğiyle zafere ulaştıracağımıza yürekten inanıyoruz.  Bu duygularla ","Si nous cédions à l’esprit de division qui nous presse de toute part, nous n’aurions à peu près aucune chance de nous en sortir, dans un monde si rude, dans des temps si durs. Alors je nous souhaite d"
0.72677463,erdogan2024_c000,erdogan,macron2023_c023,macron,"Hepinizi en kalbi duygularımla, muhabbetle selamlıyorum.  Bugün 2024’e veda ediyor; yeni umut, beklenti ve hayallerle 2025 senesini karşılıyoruz.  Öncelikle yeni miladi yılın ülkemiz, milletimiz, gönü","2024, année de détermination, de choix, de régénération, de fierté. Au fond, une année d’espérance. Oui, cette année, beaucoup de notre avenir se détermine. Alors, à nous de faire ensemble. A nous de "
0.726125,erdogan2023_c000,erdogan,macron2022_c008,macron,"Hepinizi en kalbi duygularımla, muhabbetle selamlıyorum.  Bu gece 2023 yılını tamamlıyor, 2024 yılına adım atıyoruz.  Yeni takvim yılının, ülkemiz, milletimiz ve tüm insanlık için hayırlara vesile olm","2022 fut aussi une fois encore une année de rayonnement artistique, culturel, sportif de notre pays, avec deux Prix Nobel, et tant de grands moments de création et de sport. De tout cela, de tout ce q"
0.725755,merkel2020_c000,merkel,putin2024_c000,putin,"heute Abend stehen wir nicht nur am Beginn eines neuen Jahres, sondern auch eines neuen Jahrzehnts. Ich bin überzeugt: Wir haben gute Gründe, zuversichtlich zu sein, dass die in wenigen Stunden beginn","In just a few minutes, the year 2025 will begin, marking the completion of the first quarter of the 21st century.  For Russia, this period has been marked by numerous events, including developments of"
0.72511464,macron2022_c028,macron,putin2023_c000,putin,"Nous sommes tenus de nous en saisir.  Oui, c’est bien par notre travail et notre engagement que nous pourrons nous donner les moyens de nos aspirations pour aujourd’hui et de nos ambitions pour demain","We are bidding farewell to 2023. Very soon it will become part of history and we will have to move forward, create the future.  We have worked very hard and accomplished a lot over the past year. We w"
