cluster,rank,chunk_id,leader,speech_id,similarity_to_centroid,passage
0,1,merkel1_c001,merkel,merkel1,0.5709351897239685,"Und – ja – es ist besonders bitter und widerwärtig, wenn Terroranschläge von Menschen begangen werden, die in unserem Land angeblich Schutz suchen. Die genau deshalb die Hilfsbereitschaft unseres Landes erlebt haben und diese nun mit ihren Taten verhöhnen. Wie sie auch diejenigen verhöhnen, die tatsächlich unseren Schutz brauchen und verdienen."
0,2,erdogan2025_c011,erdogan,erdogan2025,0.5049062967300415,"Türkiye olarak; Arap, Kürt, Türkmen, Sünni, Şii, Nusayri demeden, Suriye halkının huzur ve güvenliği için yeni yönetime gereken desteği vereceğiz.  Gazze’de, bizim de katkımızla sağlanan ateşkes, İsrail’in tüm ihlallerine rağmen, Gazzeli kardeşlerimizin sağduyusu sayesinde halen sürmektedir."
0,3,merkel1_c004,merkel,merkel1,0.4832502603530884,"Auch indem wir zum Beispiel mit den Bildern des zerbombten Aleppo in Syrien vor Augen noch einmal sagen dürfen, wie wichtig und richtig es war, dass unser Land auch im zurückliegenden Jahr denjenigen, die tatsächlich unseren Schutz brauchen, geholfen hat, hier bei uns Tritt zu fassen und sich zu integrieren.  Das alles – es spiegelt sich wider in unserer Demokratie, in unserem Rechtsstaat, in unse"
0,4,merkel1_c003,merkel,merkel1,0.48033589124679565,"Und in einer festen Entschlossenheit, der Welt des Hasses der Terroristen unsere Mitmenschlichkeit und unseren Zusammenhalt entgegenzusetzen.  Indem wir unserem Leben und unserer Arbeit nachgehen, sagen wir den Terroristen: Sie sind Mörder voller Hass, aber wie wir leben und leben wollen, das bestimmen nicht Sie. Wir sind frei, mitmenschlich, offen."
0,5,erdogan2022_c013,erdogan,erdogan2022,0.45843708515167236,"Terör örgütlerinin şehirlerimizi hedef alan eylemlerinin ülkemize yönelik şantaj aracı haline getirildiği günlerden, sınırımızın onlarca, bazen yüzlerce kilometre ötesinde operasyonlar yürütebildiğimiz bir seviyeye geldik.  Ülkemizin neresine gidersek gidelim yüzlerce fabrikanın inşaatının yükseldiğini, açılışının yapıldığını, yurt içine ve dışına harıl harıl mal sevk edildiğini görüyoruz."
0,6,erdogan2025_c009,erdogan,erdogan2025,0.454437792301178,"Sadece kendi insanımızı değil, yüzü ülkemize dönük hiçbir kardeşimizi yalnız bırakmayacağız.  Hakkı, adaleti ve vicdanı merkeze alan siyasetimizin yansımaları, Suriye ve Gazze başta olmak üzere, bölgemizin her yanında görülmektedir.  8 Aralık Devrimi’yle hürriyetine kavuşan komşumuz Suriye’de toparlanma hızlanmış, siyasi istikrar yolunda kısa sürede önemli mesafe alınmıştır."
0,7,trump3_c011,trump,trump3,0.4296882748603821,"We do not seek to impose our way of life on anyone, but rather to let it shine as an example. We will shine for everyone to follow.  We will reinforce old alliances and form new ones and unite the civilized world against radical Islamic terrorism, which we will eradicate completely from the face of the Earth.  At the bedrock of our politics will be a total allegiance to the United States of Americ"
0,8,erdogan2023_c015,erdogan,erdogan2023,0.38450920581817627,"Geçmişte, emperyalistlerin birer aracı olarak başımıza musallat edilen vesayet güçleriyle, darbecilerle, terör örgütleriyle, siyasi ve sosyal mühendislik projeleriyle çok vakit, çok enerji, çok insan kaybettik.  Artık bu numaralara karnımız tok olduğu gibi, böyle ağır faturalar ödemeye niyetimiz de yok."
0,9,erdogan2024_c009,erdogan,erdogan2024,0.36615654826164246,"Yeni dönemin Suriye’de kalıcı barışa, huzura, istikrara ve ekonomik refaha kapı aralaması için gereken her türlü desteği sağlayacağız.  Suriye’de istikrar ortamı kök saldıkça, inanıyorum ki, 13 yıldır vatan hasreti çeken Suriyeli muhacirlerin gönüllü geri dönüşü de kolaylaşacaktır."
0,10,erdogan2022_c005,erdogan,erdogan2022,0.36175447702407837,Her ikisi de 2013’te yaşanan Gezi olaylarından 17-25 emniyet-yargı darbe girişimine…  PKK’nın çukur eylemlerinden DEAŞ’ın sınırlarımızı tacizine…  15 Temmuz 2016’daki darbe teşebbüsünden 2018’de ekonomimizi hedef alan uluslararası sabotaja kadar…
1,1,macron2025_c003,macron,macron2025,0.7284124493598938,"Je vois aussi nos propres divisions, nos doutes, la solitude croissante qui existe dans la société, la baisse de notre natalité, l'insécurité, les difficultés de pouvoir d'achat."
1,2,macron2023_c002,macron,macron2023,0.6603856086730957,"Marquée encore par la tension géopolitique croissante, les conséquences des dérèglements climatiques sur notre territoire, des actes terroristes sur notre sol. Par des divisions, des gestes de haine, parfois, des violences, à plusieurs occasions, qui fragilisent la cohésion de la Nation. Enfin, l’inflation a sévi qui rend tout plus difficile : se loger, se déplacer, faire ses courses."
1,3,merkel2_c002,merkel,merkel2,0.6483449935913086,"Die anderen sagen: Es gibt zu viele Menschen, die an diesem Erfolg nicht teilhaben. Die nicht mit dem Tempo unserer Zeit mitkommen. Die sehen, dass es ihre Kinder in die Großstädte zieht und sie allein bleiben, in Gebieten, in denen vom Einkauf bis zum Arztbesuch der Alltag immer schwieriger wird. Die sich sorgen, dass es zu viel Kriminalität und Gewalt gibt. Die sich fragen, wie wir die Zuwanderu"
1,4,erdogan2023_c009,erdogan,erdogan2023,0.5221750736236572,"Aziz Milletim…  Elbette bu meşakkatli yolda sürekli yeni sınamalarla, yeni sıkıntılarla, yeni engellerle de karşılaşıyoruz.  Terörle mücadeleden ekonomik tuzaklara kadar pek çok alanda yaşadığımız sorunların temelinde, büyük ve güçlü Türkiye’nin inşasını engelleme amacı vardır."
1,5,merkel2_c000,merkel,merkel2,0.5104818344116211,"Liebe Mitbürgerinnen und Mitbürger,  ich grüße Sie herzlich. Ich freue mich über die Gelegenheit, Ihnen auch an diesem Silvestertag einige Gedanken zu sagen, die mich an der Schwelle zum neuen Jahr bewegen.  Aus zahlreichen Gesprächen und Begegnungen in diesem Jahr weiß ich, dass sich viele von Ihnen Sorgen über den Zusammenhalt in Deutschland machen. Schon lange gab es darüber nicht mehr so unter"
1,6,macron2023_c003,macron,macron2023,0.508071780204773,"Il y eut bien sûr des moments heureux, des moments de fierté, mais je sais combien la peur du retour de la guerre, du déclassement, de la perte de contrôle sont bien là.  Pourtant, je suis convaincu, et ce n’est pas un faux optimisme, que dans ce contexte de crises peut naître le meilleur."
1,7,trump3_c002,trump,trump3,0.3802616596221924,"For too long, a small group in our nation's capital has reaped the rewards of government while the people have borne the cost. Washington flourished, but the people did not share in its wealth. Politicians prospered, but the jobs left and the factories closed.  The establishment protected itself, but not the citizens of our country. Their victories have not been your victories. Their triumphs have"
2,1,macron2024_c003,macron,macron2024,0.7872166037559509,"Une France qui rayonne avec ses exploits sportifs, ses émotions, sa générosité, une ville de Paris magnifiée.  Nos Jeux Olympiques et Paralympiques, oui, sont et resteront un moment inoubliable de la vie de la Nation.  En ce mois de décembre 2024, comme nous l'avions promis, nous avons rendu au culte et rouvert au public Notre-Dame de Paris. Cinq ans après l'incendie de 2019, Notre-Dame rebâtie de"
2,2,macron2023_c022,macron,macron2023,0.7765794992446899,"Nous serons fiers de nos athlètes, de nos artistes, de nos paysages, de cette fête populaire, permise par des milliers de bénévoles, bâtissant aussi pour notre Nation un héritage sportif. Par notre engagement à tous qui commencera dès demain.  Oui, 2024 sera vous l’avez compris un millésime français. Parce que c’est une fois par décennie que l’on commémore avec cette ampleur notre Libération. C’es"
2,3,macron2023_c021,macron,macron2023,0.7237436771392822,"2024 sera une année de fierté de la langue française. Après avoir restauré le château de Villers-Cotterêts et y avoir créé la Cité internationale de la langue française, nous y accueillerons dans quelques mois le monde de la Francophonie.  2024, sera aussi une année de fierté française, sportive, puisque les Jeux Olympiques et Paralympiques seront, chez nous, en France, et ainsi comme chez eux, en"
2,4,macron2023_c018,macron,macron2023,0.6644781827926636,"2024 sera enfin l’année de nos fiertés françaises. Fierté pour ces milliers de compagnons, d’artisans, d’entrepreneurs qui ont pris part au magnifique chantier pour rebâtir Notre-Dame-de-Paris dont la flèche, s’élance à nouveau vers le ciel et coiffe une cathédrale qui rouvrira le 8 décembre prochain."
2,5,macron2024_c002,macron,macron2024,0.6537830233573914,"Nous nous sommes souvenus, de ceux tombés pour que la France se relève. Nos héros, nos aînés, nos alliés, ceux venus de tous les continents pour libérer la patrie.  Nous avons eu aussi, comme promis il y a un an, des moments de grande fierté. D'abord, nous avons organisé cet été des Jeux olympiques et paralympiques, aussitôt entrés dans l'Histoire, entrés dans nos mémoires, dans nos cœurs qui ont "
2,6,macron2023_c020,macron,macron2023,0.6290892362594604,"2024, nous célèbrerons aussi notre Histoire. 80 ans après 1944, nous serons fiers de notre passé, de nos héros aux destins mêlés. Soldats des armées alliées, mais aussi Français de naissance ou de préférence, Français et étrangers de la Résistance. Tous en lutte pour que soit libérée une France fidèle à l’esprit des Lumières, et à l’esprit de notre Révolution."
3,1,macron2024_c014,macron,macron2024,0.6405444741249084,"C’est pourquoi l’Europe ne peut plus déléguer à d’autres puissances sa sécurité et sa défense. En 2025, la France devra continuer d’investir pour son réarmement militaire, pour garantir notre souveraineté, la protection de nos intérêts et la sécurité de nos compatriotes. Et l’Europe devra quant à elle accélérer pour prendre en main sa défense, sa sécurité, ses frontières. C’est ce pour quoi je me "
3,2,macron2025_c012,macron,macron2025,0.6389877796173096,"Notre indépendance exige que nous continuions d'investir dans nos armées, dans nos forces de sécurité, dans nos services publics et notre économie malgré les difficultés financières. Depuis 10 ans, j'ai beaucoup plaidé et nous avons beaucoup fait pour renforcer en Européens cette indépendance et il nous faut accélérer. L'Europe de la défense a longtemps été un débat, elle a commencé de se faire et"
3,3,macron2023_c016,macron,macron2023,0.5708110332489014,"Nous devons donc continuer ce réarmement de la Nation face au dérèglement du monde. Car la force de caractère est la vertu des temps difficiles. 2024 sera aussi une année de choix décisifs.  Nous aurons à faire le choix d’une Europe plus forte plus souveraine, à la lumière de l’héritage de Jacques Delors. Une Europe qui œuvre à la paix au Proche-Orient et sur notre propre continent, en continuant "
3,4,macron2023_c017,macron,macron2023,0.5679218769073486,Vous aurez au mois de juin prochain à vous prononcer sur la poursuite de ce réarmement de notre souveraineté européenne face aux périls : arrêter la Russie et soutenir les Ukrainiens ou céder aux puissances autoritaires en Ukraine ; continuer l’Europe ou la bloquer ; poursuivre la transition écologique et productive ou revenir en arrière ; affirmer la force des démocraties libérales ou céder aux m
3,5,macron2025_c013,macron,macron2025,0.5316369533538818,"Protégeons aussi notre Europe industrielle et agricole, en instaurant des règles de commerce loyales, justes vis-à-vis du reste du monde. Osons être une vraie puissance qui assume une préférence européenne pour ses emplois, ses entreprises. Bâtissons une Europe indépendante dans l'industrie spatiale, le quantique ou l'intelligence artificielle. Il en va de notre prospérité en France comme en Europ"
3,6,merkel2020_c009,merkel,merkel2020,0.5238786935806274,"Europa muss seine Stimme stärker in der Welt einbringen. Dafür werden wir uns auch während der deutschen EU-Ratspräsidentschaft im kommenden Jahr einsetzen, zum Beispiel durch einen Gipfel aller Mitgliedstaaten mit China und ein Treffen mit den Staaten Afrikas. Die Zusammenarbeit mit Afrika liegt auch in unserem eigenen Interesse. Denn nur wenn Menschen die Chance auf ein friedliches und sicheres "
3,7,trump1_c013,trump,trump1,0.5064845085144043,We restored American strength at home and American leadership abroad. The world respects us again. Please don’t lose that respect.  We reclaimed our sovereignty by standing up for America at the United Nations and withdrawing from the one-sided global deals that never served our interests. And NATO countries are now paying hundreds of billions of dollars more than when I arrived just a few years a
3,8,merkel3_c006,merkel,merkel3,0.5033799409866333,"Deutschland wird ab morgen für zwei Jahre Mitglied im UN-Sicherheitsrat sein und sich dort für globale Lösungen einsetzen. Wir steigern unsere Mittel für humanitäre Hilfe und Entwicklungshilfe, aber auch unsere Verteidigungsausgaben weiter.  Wir setzen uns dafür ein, die Europäische Union robuster und entscheidungsfähiger zu machen. Und mit Großbritannien wollen wir trotz des Austritts aus der Eur"
3,9,merkel2_c008,merkel,merkel2,0.48769667744636536,"Es wird darum gehen, ob wir Europäer in der globalen und digitalen Welt unsere Werte solidarisch und selbstbewusst nach innen wie nach außen vertreten, ob wir so auch für ein wirtschaftlich erfolgreiches und gerechtes Europa arbeiten und konsequent für den Schutz unserer Außengrenzen wie auch die Sicherheit der Bürgerinnen und Bürger eintreten."
3,10,macron2024_c018,macron,macron2024,0.4432673454284668,"Nous avons de nouveau prouvé cette année notre capacité à tenir notre rang dans des secteurs d’avenir, avec par exemple le lancement d’Ariane 6 ou le raccordement du nouveau réacteur nucléaire de Flamanville. Là se bâtit notre indépendance et nous devons rester forts et crédibles au cœur d’une Europe qui doit accélérer."
4,1,erdogan1_c005,erdogan,erdogan1,0.7171730995178223,Bütün bu tecrübeleri yaşanmış Olduğumuz bu olayları tarihi okumaları bir araya getirdiğimizde ülkemizin Yeni anayasaya ve onunla birlikte yeni bir yönetim sistemine olan ihtiyacı gün gibi ortaya çıkıyor kardeşlerim görüldüğü gibi Bugün üzerinde konuştuğumuz Cumhurbaşkanlığı sisteminin rejimle ne tek adamlıkla ne şahsilik le bir ilgisi vardır.
4,2,erdogan1_c010,erdogan,erdogan1,0.7171485424041748,Cumhurbaşkanlığı sisteminin özü yönetimin doğrudan millete veriliyor olmasıdır.  Yürütme görevini ifa edecek olan Cumhurbaşkanı gücünü aldığı Millete karşı sorumlu olacağı için attığı her adımda gözü kamuoyunun üzerinde olmak zorundadır.  Biz ne dedik Bizimki Türk tipi bir Cumhurbaşkanlığı sistemi olacak aynısı olmak durumunda değiliz.
4,3,erdogan1_c006,erdogan,erdogan1,0.6849251389503479,Mesele ülke ve millet olarak geçmişte yaşadığımız tecrübeler ışığında kendimize çok daha güçlü çok daha dirençli hedeflerimizi gerçekleştirmeye çok daha uygun bir yönetim sistemi kurma çabasıdır.  Cumhurbaşkanlığı sisteminin en büyük güvencesi gerçek anlamda demokratik olmasıdır bu sistemde milletimizin yarısından fazlasının teveccühüne Mazar olamayan hiç kimsenin ülkeyi yönetme ihtimali yoktur.
4,4,erdogan1_c004,erdogan,erdogan1,0.6521865129470825,Esasen Bugün üzerinde konuştuğumuz Cumhurbaşkanlığı sistemi konusu öyle bir anda bir günde bir yılda ortaya çıkmış değildir gerisinde işte böylesine Derin ve düşündürücü bir arka plan vardır.  Tartıştığımız sistem Türkiye'nin ve Türk milletinin Asırlardır devam eden Beka sorununun en doğru çözüm yol mesele budur.
4,5,erdogan1_c008,erdogan,erdogan1,0.6026201248168945,Dolayısıyla anayasa değişikliğiyle konuyu şahsileştirmek yönetimi bir sisteme bağlıyoruz.  Kardeşlerim ruh olmayınca beden cesettir Bu konuda da milletimize işin ruhunu özünü esasını anlatmazsa tek başına anayasa değişikliği hükümleri kuru hukuki ifadelerden ibaret kalır.
4,6,erdogan1_c000,erdogan,erdogan1,0.5921453237533569,Değerli kardeşlerim Türkiye'nin tam da Cumhurbaşkanlığı sistemine geçmek için tarihi karar arefesinde olduğu bir dönemde tertip edilen bu sempozyum için Seta yöneticilerini tebrik ediyorum.  Her ülke kendi şartlarına özgü bir yönetim biçimine sahiptir ülkemize baktığımızda son 200 yü yılda çok farklı tecrubeleri ardı ardına yaşadığımıza şahit oluyoruz.
4,7,erdogan1_c009,erdogan,erdogan1,0.5719289779663086,İşte bu anlayışta halk oylaması tarihine kadar 16 Nisan'a kadar Cumhurbaşkanlığı hükümeti sistemine Evet diyenler olarak ülkemizi karış karış gezip tüm iletişim imkanlarını kullanıp yeni sistemi anlatmalıyız.  Niye tek millet için Evet tek bayrak için evet tek vatan için Evet tek devlet için Evet.
4,8,erdogan1_c011,erdogan,erdogan1,0.5560067892074585,Cumhurbaşkanı yani Başkan yürütmeyi o temsil edecek kabinesini kuracak yeri geldiğinde görevden alacak atamasını yapacak ama hesabını da kime verecek millete verecek millete verecek.  Yürütmenin halihazırda iki olan başı yani cumhurbaşkanı ve başbakan Artık tek isimde birleşiyor Böylece milletimiz yetkiyi kime verdiğini sorumluluğu kimin üstlendiğini Dolayısıyla gerektiğinde kimden hesap soracağın
4,9,erdogan1_c003,erdogan,erdogan1,0.5502150654792786,Son 200 yıllık arayışlarımız cumhuriyet dönemindeki tecrübelerimiz ve özellikle son yıllarda yaşadıklarımız bize bir gerçeği gösteriyor şayet ülke ve millet olarak hedeflerimize ulaşmak istiyorsak Öncelikle güçlü Etkin yetki ve sorumluluk sahibinin tam olarak belli olduğu bir yönetim sistemine ihtiyacımız vardır.
4,10,erdogan1_c007,erdogan,erdogan1,0.536751389503479,Biz burada bir sistem mücadelesini veriyoruz olay bir sistem mücadelesidir Erdoğan'dan sonrası ne olacak millet ne derse o olacak Allah ne derse o olacak.  Daha da önemlisi Türkiye bu sisteme doğru ilk adımlarını zaten atmış başarıyla da neticelendirmek 2007 yılındaki anayasa değişikliğinden söz ediyorum.
5,1,erdogan2024_c000,erdogan,erdogan2024,0.7188080549240112,"Aziz Milletim…  Hepinizi en kalbi duygularımla, muhabbetle selamlıyorum.  Bugün 2024’e veda ediyor; yeni umut, beklenti ve hayallerle 2025 senesini karşılıyoruz.  Öncelikle yeni miladi yılın ülkemiz, milletimiz, gönül coğrafyamız ve tüm insanlık için hayırlara vesile olmasını Rabbimden niyaz ediyorum."
5,2,erdogan2023_c000,erdogan,erdogan2023,0.6925833225250244,"Aziz Milletim,  Hepinizi en kalbi duygularımla, muhabbetle selamlıyorum.  Bu gece 2023 yılını tamamlıyor, 2024 yılına adım atıyoruz.  Yeni takvim yılının, ülkemiz, milletimiz ve tüm insanlık için hayırlara vesile olmasını diliyorum."
5,3,erdogan2022_c000,erdogan,erdogan2022,0.6489427089691162,"Aziz Milletim,  Hepinizi en kalbi duygularımla, muhabbetle selamlıyorum.  Bugün sadece bir yılı bitirip, yeni bir yılı karşılamakla kalmıyor, aynı zamanda Cumhuriyetimizin ilk yüzyılını geride bırakıp yeni yüzyılına adım atacağımız bir döneme giriyoruz."
5,4,erdogan2025_c000,erdogan,erdogan2025,0.6289647817611694,"Aziz Milletim;  Sizleri en kalbî duygularımla, muhabbetle, hürmetle selamlıyorum.  Bugün, 2025’le vedalaşıyor; yepyeni bir heyecanla, yeni ümit ve hedeflerle 2026’ya “merhaba” demeye hazırlanıyoruz."
5,5,erdogan2025_c018,erdogan,erdogan2025,0.6153751611709595,"Rabbim yar ve yardımcımız olsun, diyorum.  Türkiye Yüzyılı ülkümüze destek olan herkese teşekkür ediyorum.  Bu düşüncelerle yeni miladi yılınızı tebrik ediyor; 2026’nın ülkemiz, milletimiz, bölgemiz ve tüm insanlık için hayırlara vesile olmasını diliyorum.  Sizleri bir kez daha sevgiyle, saygıyla selamlıyorum. Kalın sağlıcakla…"
5,6,macron2022_c034,macron,macron2022,0.6116516590118408,"Ensemble, nous allons réussir.  Et c’est fort de cette confiance que je vous présente tous mes vœux pour cette année nouvelle.  Vive la République.  Vive la France."
5,7,erdogan2024_c015,erdogan,erdogan2024,0.6105912923812866,"Rabbim bizleri hizmetkarı olmaktan şeref duyduğumuz aziz milletimize ve umudunu Türkiye’ye bağlamış yüz milyonlarca mazluma mahcup etmesin diyorum.  Bu temennilerle yeni takvim yılının ülkemiz, milletimiz ve tüm insanlık için hayırlar getirmesini diliyor, her birinizi saygıyla selamlıyorum.  Yeni miladi yılınız kutlu olsun.  Kalın sağlıcakla…"
5,8,macron2025_c016,macron,macron2025,0.5672217607498169,"Mes chers compatriotes de France hexagonale, de nos Outre-mer et vivants à l'étranger, je vous souhaite une très belle, une très heureuse année 2026.  Vive la République ! Vive la France !"
5,9,merkel2_c010,merkel,merkel2,0.5540276765823364,"Dass wir uns wieder stärker bewusst werden, was uns im Innersten zusammenhält, dass wir wieder deutlicher das Gemeinsame in den Vordergrund stellen, dass wir uns bemühen, wieder mehr Achtung vor dem anderen zu haben, und zwar Achtung im umfassenden Sinne – aufmerksam sein, wirklich zuhören, Verständnis aufbringen –, das sind meine Wünsche für das neue Jahr.  Und Ihnen und Ihren Familien wünsche ic"
5,10,macron2022_c000,macron,macron2022,0.5323496460914612,"Mes chers compatriotes,  Pour la sixième fois, j’ai le privilège de partager avec vous ce moment des vœux.  Avec vous, officiers et soldats dans notre armée, qui nous protégez, avec vous, policiers, gendarmes, pompiers, forces de sécurité, sauveteurs en mer, qui veillez sur cette soirée. Avec vous, médecins, soignants, patients. Avec vous, agents publics qui assurez la continuité de nos services. "
6,1,erdogan2025_c007,erdogan,erdogan2025,0.6964095830917358,"Yeni ev ve iş yerleri, depremzedelerimize hayırlı-uğurlu olsun, diyorum.  6 Şubat’tan bu yana kışın soğuğuna, yazın sıcağına aldırmadan 7 gün 24 saat esasıyla şantiyelerde çalışan tüm kardeşlerime, konutların inşasında emeği geçen tüm kurumlarımıza ve hayırseverlerimize teşekkür ediyorum."
6,2,putin2022_c005,putin,putin2022,0.6472752690315247,"Comrades,  thank you for your valiant service. Our entire vast country is proud of your fortitude, endurance and courage. Millions of people are with you in their hearts and souls, and will be raising a toast to you at their New Year's table.  Many thanks to everyone who provides ancillary support for military operations: drivers and railway workers who deliver supplies to the front, doctors, para"
6,3,trump1_c002,trump,trump1,0.6428484916687012,"I also want to thank Vice President Mike Pence, his wonderful wife Karen, and the entire Pence family.  Thank you as well to my Chief of Staff, Mark Meadows; the dedicated members of the White House Staff and the Cabinet; and all the incredible people across our administration who poured out their heart and soul to fight for America.  I also want to take a moment to thank a truly exceptional group"
6,4,merkel2020_c010,merkel,merkel2020,0.5969159007072449,"Unsere Sicherheit und unser Wohlstand hängen wesentlich davon ab, dass es auch in unserer Nachbarschaft sicher wird und wirtschaftlich aufwärts geht. Deshalb danke ich heute Abend sowohl unseren Soldatinnen und Soldaten, den Polizistinnen und Polizisten als auch den zivilen Helferinnen und Helfern, die fern der Heimat ihren Dienst tun."
6,5,trump1_c001,trump,trump1,0.5283613801002502,"This week, we inaugurate a new administration and pray for its success in keeping America safe and prosperous. We extend our best wishes, and we also want them to have luck — a very important word.  I’d like to begin by thanking just a few of the amazing people who made our remarkable journey possible.  First, let me express my overwhelming gratitude for the love and support of our spectacular Fir"
6,6,erdogan2025_c006,erdogan,erdogan2025,0.5165123343467712,"Kaybettiğimiz canları geri getiremesek de; altyapısıyla, meydanlarıyla, yeşil alanları, sosyal donatılarıyla, tarihi ve kültürel dokusuyla şehirlerimizi yeniden ayağa kaldırmayı başardık.  Söz verdiğimiz üzere, 27 Aralık’ta Hatay’da, 100 bini aşkın kardeşimizin katılımıyla, 455 bininci deprem konutumuzun anahtarını hak sahiplerine büyük bir gururla takdim ettik."
6,7,macron2024_c004,macron,macron2024,0.4751873016357422,"Des milliers de compagnons, d'artisans, de femmes et d'hommes ont rebâti la cathédrale jour après jour pendant ces cinq années. Elle a été rendue à tous et le monde entier a pu admirer ce travail.  Demain, sachons garder le meilleur de ce que nous avons été durant cette année 2024. Unis, déterminés, solidaires et face à chacune des grandes épreuves, face à ce que tant et tant disaient impossible, "
7,1,erdogan2024_c004,erdogan,erdogan2024,0.6227437853813171,"Seçimlere ve bölgemizde patlak veren yeni krizlere rağmen, kararlılıkla uyguladığımız ekonomi programımızın meyvelerini toplamaya başladık.  İstihdamda, ihracatta, üretimde, turizmde, savunma sanayiinde ve diğer alanlarda çok önemli başarılara imza attık."
7,2,macron2022_c005,macron,macron2022,0.6091008186340332,"La solidarité nationale, financée par les contribuables français, a permis d’atténuer la hausse des prix de l’énergie pour chacun, de sauvegarder nos entreprises, de protéger particulièrement les revenus des plus modestes d’entre nous. Et grâce à notre action collective, nous avons soutenu la croissance, contenu l’inflation à des niveaux inférieurs à ceux que connaissent nos voisins, et porté le c"
7,3,erdogan2025_c003,erdogan,erdogan2025,0.6014948487281799,"Kararlılıkla uyguladığımız ekonomi programının olumlu sonuçlarına geniş bir yelpazede şahitlik ediyoruz.  Dez-enflasyon süreci devam ederken, Merkez Bankamızın rezervleri güçleniyor; üretim, yatırım, istihdam ve ihracatta vites yükseltiyoruz."
7,4,trump1_c008,trump,trump1,0.5848183035850525,"We also unlocked our energy resources and became the world’s number-one producer of oil and natural gas by far. Powered by these policies, we built the greatest economy in the history of the world. We reignited America’s job creation and achieved record-low unemployment for African Americans, Hispanic Americans, Asian Americans, women — almost everyone.  Incomes soared, wages boomed, the American "
